"region","state","city","link","weight"
"US","Kansas","lawrence","http://lawrence.craigslist.org",0.000583490430613244
"US","Kansas","manhattan","http://ksu.craigslist.org",0.000583490430613244
"US","Kansas","northwest KS","http://nwks.craigslist.org",0.000583490430613244
"US","Kansas","salina","http://salina.craigslist.org",0.000583490430613244
"US","Kansas","southeast KS","http://seks.craigslist.org",0.000583490430613244
"US","Kansas","southwest KS","http://swks.craigslist.org",0.000583490430613244
"US","Kansas","topeka","http://topeka.craigslist.org",0.000583490430613244
"US","Kansas","wichita","http://wichita.craigslist.org",0.000583490430613244
"US","Kentucky","bowling green","http://bgky.craigslist.org",0.000886195811555678
"US","Kentucky","eastern kentucky","http://eastky.craigslist.org",0.000886195811555678
"US","Kentucky","lexington","http://lexington.craigslist.org",0.000886195811555678
"US","Kentucky","louisville","http://louisville.craigslist.org",0.000886195811555678
"US","Kentucky","owensboro","http://owensboro.craigslist.org",0.000886195811555678
"US","Kentucky","western KY","http://westky.craigslist.org",0.000886195811555678
"US","Louisiana","baton rouge","http://batonrouge.craigslist.org",0.000932604555661552
"US","Louisiana","central louisiana","http://cenla.craigslist.org",0.000932604555661552
"US","Louisiana","houma","http://houma.craigslist.org",0.000932604555661552
"US","Louisiana","lafayette","http://lafayette.craigslist.org",0.000932604555661552
"US","Louisiana","lake charles","http://lakecharles.craigslist.org",0.000932604555661552
"US","Louisiana","monroe","http://monroe.craigslist.org",0.000932604555661552
"US","Louisiana","new orleans","http://neworleans.craigslist.org",0.000932604555661552
"US","Louisiana","shreveport","http://shreveport.craigslist.org",0.000932604555661552
"US","Maine","maine","http://maine.craigslist.org",0.000267817215654701
"US","Maryland","annapolis","http://annapolis.craigslist.org",0.00119538964604029
"US","Maryland","baltimore","http://baltimore.craigslist.org",0.00119538964604029
"US","Maryland","eastern shore","http://easternshore.craigslist.org",0.00119538964604029
"US","Maryland","frederick","http://frederick.craigslist.org",0.00119538964604029
"US","Maryland","southern maryland","http://smd.craigslist.org",0.00119538964604029
"US","Maryland","western maryland","http://westmd.craigslist.org",0.00119538964604029
"US","Massachusetts","boston","http://boston.craigslist.org",0.00134943219881244
"US","Massachusetts","cape cod / islands","http://capecod.craigslist.org",0.00134943219881244
"US","Massachusetts","south coast","http://southcoast.craigslist.org",0.00134943219881244
"US","Massachusetts","western massachusetts","http://westernmass.craigslist.org",0.00134943219881244
"US","Massachusetts","worcester / central MA","http://worcester.craigslist.org",0.00134943219881244
"US","Michigan","ann arbor","http://annarbor.craigslist.org",0.00199519230657743
"US","Michigan","battle creek","http://battlecreek.craigslist.org",0.00199519230657743
"US","Michigan","central michigan","http://centralmich.craigslist.org",0.00199519230657743
"US","Michigan","detroit metro","http://detroit.craigslist.org",0.00199519230657743
"US","Michigan","flint","http://flint.craigslist.org",0.00199519230657743
"US","Michigan","grand rapids","http://grandrapids.craigslist.org",0.00199519230657743
"US","Michigan","holland","http://holland.craigslist.org",0.00199519230657743
"US","Michigan","jackson ","http://jxn.craigslist.org",0.00199519230657743
"US","Michigan","kalamazoo","http://kalamazoo.craigslist.org",0.00199519230657743
"US","Michigan","lansing","http://lansing.craigslist.org",0.00199519230657743
"US","Michigan","monroe ","http://monroemi.craigslist.org",0.00199519230657743
"US","Michigan","muskegon","http://muskegon.craigslist.org",0.00199519230657743
"US","Michigan","northern michigan","http://nmi.craigslist.org",0.00199519230657743
"US","Michigan","port huron","http://porthuron.craigslist.org",0.00199519230657743
"US","Michigan","saginaw-midland-baycity","http://saginaw.craigslist.org",0.00199519230657743
"US","Michigan","southwest michigan","http://swmi.craigslist.org",0.00199519230657743
"US","Michigan","the thumb","http://thumb.craigslist.org",0.00199519230657743
"US","Michigan","upper peninsula","http://up.craigslist.org",0.00199519230657743
"US","Minnesota","bemidji","http://bemidji.craigslist.org",0.00109287728196632
"US","Minnesota","brainerd","http://brainerd.craigslist.org",0.00109287728196632
"US","Minnesota","duluth / superior","http://duluth.craigslist.org",0.00109287728196632
"US","Minnesota","mankato","http://mankato.craigslist.org",0.00109287728196632
"US","Minnesota","minneapolis / st paul","http://minneapolis.craigslist.org",0.00109287728196632
"US","Minnesota","rochester ","http://rmn.craigslist.org",0.00109287728196632
"US","Minnesota","southwest MN","http://marshall.craigslist.org",0.00109287728196632
"US","Minnesota","st cloud","http://stcloud.craigslist.org",0.00109287728196632
"US","Mississippi","gulfport / biloxi","http://gulfport.craigslist.org",0.000603098339223198
"US","Mississippi","hattiesburg","http://hattiesburg.craigslist.org",0.000603098339223198
"US","Mississippi","jackson","http://jackson.craigslist.org",0.000603098339223198
"US","Mississippi","meridian","http://meridian.craigslist.org",0.000603098339223198
"US","Mississippi","north mississippi","http://northmiss.craigslist.org",0.000603098339223198
"US","Mississippi","southwest MS","http://natchez.craigslist.org",0.000603098339223198
"US","Missouri","columbia / jeff city","http://columbiamo.craigslist.org",0.00121864835569087
"US","Missouri","joplin","http://joplin.craigslist.org",0.00121864835569087
"US","Missouri","kansas city","http://kansascity.craigslist.org",0.00121864835569087
"US","Missouri","kirksville","http://kirksville.craigslist.org",0.00121864835569087
"US","Missouri","lake of the ozarks","http://loz.craigslist.org",0.00121864835569087
"US","Missouri","southeast missouri","http://semo.craigslist.org",0.00121864835569087
"US","Missouri","springfield","http://springfield.craigslist.org",0.00121864835569087
"US","Missouri","st joseph","http://stjoseph.craigslist.org",0.00121864835569087
"US","Missouri","st louis","http://stlouis.craigslist.org",0.00121864835569087
"US","Montana","billings","http://billings.craigslist.org",0.000204681362920559
"US","Montana","bozeman","http://bozeman.craigslist.org",0.000204681362920559
"US","Montana","butte","http://butte.craigslist.org",0.000204681362920559
"US","Montana","great falls","http://greatfalls.craigslist.org",0.000204681362920559
"US","Montana","helena","http://helena.craigslist.org",0.000204681362920559
"US","Montana","kalispell","http://kalispell.craigslist.org",0.000204681362920559
"US","Montana","missoula","http://missoula.craigslist.org",0.000204681362920559
"US","Montana","eastern montana","http://montana.craigslist.org",0.000204681362920559
"US","Nebraska","grand island","http://grandisland.craigslist.org",0.000376737182151544
"US","Nebraska","lincoln","http://lincoln.craigslist.org",0.000376737182151544
"US","Nebraska","north platte","http://northplatte.craigslist.org",0.000376737182151544
"US","Nebraska","omaha / council bluffs","http://omaha.craigslist.org",0.000376737182151544
"US","Nebraska","scottsbluff / panhandle","http://scottsbluff.craigslist.org",0.000376737182151544
"US","Nevada","elko","http://elko.craigslist.org",0.000562557652414847
"US","Nevada","las vegas","http://lasvegas.craigslist.org",0.000562557652414847
"US","Nevada","reno / tahoe","http://reno.craigslist.org",0.000562557652414847
"US","New Hampshire","new hampshire","http://nh.craigslist.org",0.000266840751887113
"US","New Jersey","central NJ","http://cnj.craigslist.org",0.00179431800309515
"US","New Jersey","jersey shore","http://jerseyshore.craigslist.org",0.00179431800309515
"US","New Jersey","north jersey","http://newjersey.craigslist.org",0.00179431800309515
"US","New Jersey","south jersey","http://southjersey.craigslist.org",0.00179431800309515
"US","New Mexico","albuquerque","http://albuquerque.craigslist.org",0.000420443361660936
"US","New Mexico","clovis / portales","http://clovis.craigslist.org",0.000420443361660936
"US","New Mexico","farmington","http://farmington.craigslist.org",0.000420443361660936
"US","New Mexico","las cruces","http://lascruces.craigslist.org",0.000420443361660936
"US","New Mexico","roswell / carlsbad","http://roswell.craigslist.org",0.000420443361660936
"US","New Mexico","santa fe / taos","http://santafe.craigslist.org",0.000420443361660936
"US","New York","albany","http://albany.craigslist.org",0.00396213369972862
"US","New York","binghamton","http://binghamton.craigslist.org",0.00396213369972862
"US","New York","buffalo","http://buffalo.craigslist.org",0.00396213369972862
"US","New York","catskills","http://catskills.craigslist.org",0.00396213369972862
"US","New York","chautauqua","http://chautauqua.craigslist.org",0.00396213369972862
"US","New York","elmira-corning","http://elmira.craigslist.org",0.00396213369972862
"US","New York","finger lakes","http://fingerlakes.craigslist.org",0.00396213369972862
"US","New York","glens falls","http://glensfalls.craigslist.org",0.00396213369972862
"US","New York","hudson valley","http://hudsonvalley.craigslist.org",0.00396213369972862
"US","New York","ithaca","http://ithaca.craigslist.org",0.00396213369972862
"US","New York","long island","http://longisland.craigslist.org",0.00396213369972862
"US","New York","new york city","http://newyork.craigslist.org",0.00396213369972862
"US","New York","oneonta","http://oneonta.craigslist.org",0.00396213369972862
"US","New York","plattsburgh-adirondacks","http://plattsburgh.craigslist.org",0.00396213369972862
"US","New York","potsdam-canton-massena","http://potsdam.craigslist.org",0.00396213369972862
"US","New York","rochester","http://rochester.craigslist.org",0.00396213369972862
"US","New York","syracuse","http://syracuse.craigslist.org",0.00396213369972862
"US","New York","twin tiers NY/PA","http://twintiers.craigslist.org",0.00396213369972862
"US","New York","utica-rome-oneida","http://utica.craigslist.org",0.00396213369972862
"US","New York","watertown","http://watertown.craigslist.org",0.00396213369972862
"US","North Carolina","asheville","http://asheville.craigslist.org",0.00198560267830692
"US","North Carolina","boone","http://boone.craigslist.org",0.00198560267830692
"US","North Carolina","charlotte","http://charlotte.craigslist.org",0.00198560267830692
"US","North Carolina","eastern NC","http://eastnc.craigslist.org",0.00198560267830692
"US","North Carolina","fayetteville","http://fayetteville.craigslist.org",0.00198560267830692
"US","North Carolina","greensboro","http://greensboro.craigslist.org",0.00198560267830692
"US","North Carolina","hickory / lenoir","http://hickory.craigslist.org",0.00198560267830692
"US","North Carolina","jacksonville ","http://onslow.craigslist.org",0.00198560267830692
"US","North Carolina","outer banks","http://outerbanks.craigslist.org",0.00198560267830692
"US","North Carolina","raleigh / durham / CH","http://raleigh.craigslist.org",0.00198560267830692
"US","North Carolina","wilmington","http://wilmington.craigslist.org",0.00198560267830692
"US","North Carolina","winston-salem","http://winstonsalem.craigslist.org",0.00198560267830692
"US","North Dakota","bismarck","http://bismarck.craigslist.org",0.00014585320136844
"US","North Dakota","fargo / moorhead","http://fargo.craigslist.org",0.00014585320136844
"US","North Dakota","grand forks","http://grandforks.craigslist.org",0.00014585320136844
"US","North Dakota","north dakota","http://nd.craigslist.org",0.00014585320136844
"US","Ohio","akron / canton","http://akroncanton.craigslist.org",0.0023329495712836
"US","Ohio","ashtabula","http://ashtabula.craigslist.org",0.0023329495712836
"US","Ohio","athens ","http://athensohio.craigslist.org",0.0023329495712836
"US","Ohio","chillicothe","http://chillicothe.craigslist.org",0.0023329495712836
"US","Ohio","cincinnati","http://cincinnati.craigslist.org",0.0023329495712836
"US","Ohio","cleveland","http://cleveland.craigslist.org",0.0023329495712836
"US","Ohio","columbus","http://columbus.craigslist.org",0.0023329495712836
"US","Ohio","dayton / springfield","http://dayton.craigslist.org",0.0023329495712836
"US","Ohio","lima / findlay","http://limaohio.craigslist.org",0.0023329495712836
"US","Ohio","mansfield","http://mansfield.craigslist.org",0.0023329495712836
"US","Ohio","sandusky","http://sandusky.craigslist.org",0.0023329495712836
"US","Ohio","toledo","http://toledo.craigslist.org",0.0023329495712836
"US","Ohio","tuscarawas co","http://tuscarawas.craigslist.org",0.0023329495712836
"US","Ohio","youngstown","http://youngstown.craigslist.org",0.0023329495712836
"US","Ohio","zanesville / cambridge","http://zanesville.craigslist.org",0.0023329495712836
"US","Oklahoma","lawton","http://lawton.craigslist.org",0.00077636591712509
"US","Oklahoma","northwest OK","http://enid.craigslist.org",0.00077636591712509
"US","Oklahoma","oklahoma city","http://oklahomacity.craigslist.org",0.00077636591712509
"US","Oklahoma","stillwater","http://stillwater.craigslist.org",0.00077636591712509
"US","Oklahoma","tulsa","http://tulsa.craigslist.org",0.00077636591712509
"US","Oregon","bend","http://bend.craigslist.org",0.000792394399498001
"US","Oregon","corvallis/albany","http://corvallis.craigslist.org",0.000792394399498001
"US","Oregon","east oregon","http://eastoregon.craigslist.org",0.000792394399498001
"US","Oregon","eugene","http://eugene.craigslist.org",0.000792394399498001
"US","Oregon","klamath falls","http://klamath.craigslist.org",0.000792394399498001
"US","Oregon","medford-ashland","http://medford.craigslist.org",0.000792394399498001
"US","Oregon","oregon coast","http://oregoncoast.craigslist.org",0.000792394399498001
"US","Oregon","portland","http://portland.craigslist.org",0.000792394399498001
"US","Oregon","roseburg","http://roseburg.craigslist.org",0.000792394399498001
"US","Oregon","salem","http://salem.craigslist.org",0.000792394399498001
"US","Pennsylvania","altoona-johnstown","http://altoona.craigslist.org",0.00257550151783799
"US","Pennsylvania","cumberland valley","http://chambersburg.craigslist.org",0.00257550151783799
"US","Pennsylvania","erie","http://erie.craigslist.org",0.00257550151783799
"US","Pennsylvania","harrisburg","http://harrisburg.craigslist.org",0.00257550151783799
"US","Pennsylvania","lancaster","http://lancaster.craigslist.org",0.00257550151783799
"US","Pennsylvania","lehigh valley","http://allentown.craigslist.org",0.00257550151783799
"US","Pennsylvania","meadville","http://meadville.craigslist.org",0.00257550151783799
"US","Pennsylvania","philadelphia","http://philadelphia.craigslist.org",0.00257550151783799
"US","Pennsylvania","pittsburgh","http://pittsburgh.craigslist.org",0.00257550151783799
"US","Pennsylvania","poconos","http://poconos.craigslist.org",0.00257550151783799
"US","Pennsylvania","reading","http://reading.craigslist.org",0.00257550151783799
"US","Pennsylvania","scranton / wilkes-barre","http://scranton.craigslist.org",0.00257550151783799
"US","Pennsylvania","state college","http://pennstate.craigslist.org",0.00257550151783799
"US","Pennsylvania","williamsport","http://williamsport.craigslist.org",0.00257550151783799
"US","Pennsylvania","york","http://york.craigslist.org",0.00257550151783799
"US","Rhode Island","rhode island","http://providence.craigslist.org",0.00021200957933534
"US","South Carolina","charleston","http://charleston.craigslist.org",0.00096272089192027
"US","South Carolina","columbia","http://columbia.craigslist.org",0.00096272089192027
"US","South Carolina","florence","http://florencesc.craigslist.org",0.00096272089192027
"US","South Carolina","greenville / upstate","http://greenville.craigslist.org",0.00096272089192027
"US","South Carolina","hilton head","http://hiltonhead.craigslist.org",0.00096272089192027
"US","South Carolina","myrtle beach","http://myrtlebeach.craigslist.org",0.00096272089192027
"US","South Dakota","northeast SD","http://nesd.craigslist.org",0.000170347259667378
"US","South Dakota","pierre / central SD","http://csd.craigslist.org",0.000170347259667378
"US","South Dakota","rapid city / west SD","http://rapidcity.craigslist.org",0.000170347259667378
"US","South Dakota","sioux falls / SE SD","http://siouxfalls.craigslist.org",0.000170347259667378
"US","South Dakota","south dakota","http://sd.craigslist.org",0.000170347259667378
"US","Tennessee","chattanooga","http://chattanooga.craigslist.org",0.00130974337230102
"US","Tennessee","clarksville","http://clarksville.craigslist.org",0.00130974337230102
"US","Tennessee","cookeville","http://cookeville.craigslist.org",0.00130974337230102
"US","Tennessee","jackson  ","http://jacksontn.craigslist.org",0.00130974337230102
"US","Tennessee","knoxville","http://knoxville.craigslist.org",0.00130974337230102
"US","Tennessee","memphis","http://memphis.craigslist.org",0.00130974337230102
"US","Tennessee","nashville","http://nashville.craigslist.org",0.00130974337230102
"US","Tennessee","tri-cities","http://tricities.craigslist.org",0.00130974337230102
"US","Texas","abilene","http://abilene.craigslist.org",0.00533258356033354
"US","Texas","amarillo","http://amarillo.craigslist.org",0.00533258356033354
"US","Texas","austin","http://austin.craigslist.org",0.00533258356033354
"US","Texas","beaumont / port arthur","http://beaumont.craigslist.org",0.00533258356033354
"US","Texas","brownsville","http://brownsville.craigslist.org",0.00533258356033354
"US","Texas","college station","http://collegestation.craigslist.org",0.00533258356033354
"US","Texas","corpus christi","http://corpuschristi.craigslist.org",0.00533258356033354
"US","Texas","dallas / fort worth","http://dallas.craigslist.org",0.00533258356033354
"US","Texas","deep east texas","http://nacogdoches.craigslist.org",0.00533258356033354
"US","Texas","del rio / eagle pass","http://delrio.craigslist.org",0.00533258356033354
"US","Texas","el paso","http://elpaso.craigslist.org",0.00533258356033354
"US","Texas","galveston","http://galveston.craigslist.org",0.00533258356033354
"US","Texas","houston","http://houston.craigslist.org",0.00533258356033354
"US","Texas","killeen / temple / ft hood","http://killeen.craigslist.org",0.00533258356033354
"US","Texas","laredo","http://laredo.craigslist.org",0.00533258356033354
"US","Texas","lubbock","http://lubbock.craigslist.org",0.00533258356033354
"US","Texas","mcallen / edinburg","http://mcallen.craigslist.org",0.00533258356033354
"US","Texas","odessa / midland","http://odessa.craigslist.org",0.00533258356033354
"US","Texas","san angelo","http://sanangelo.craigslist.org",0.00533258356033354
"US","Texas","san antonio","http://sanantonio.craigslist.org",0.00533258356033354
"US","Texas","san marcos","http://sanmarcos.craigslist.org",0.00533258356033354
"US","Texas","southwest TX","http://bigbend.craigslist.org",0.00533258356033354
"US","Texas","texoma","http://texoma.craigslist.org",0.00533258356033354
"US","Texas","tyler / east TX","http://easttexas.craigslist.org",0.00533258356033354
"US","Texas","victoria ","http://victoriatx.craigslist.org",0.00533258356033354
"US","Texas","waco","http://waco.craigslist.org",0.00533258356033354
"US","Texas","wichita falls","http://wichitafalls.craigslist.org",0.00533258356033354
"US","Utah","logan","http://logan.craigslist.org",0.000584884658767874
"US","Utah","ogden-clearfield","http://ogden.craigslist.org",0.000584884658767874
"US","Utah","provo / orem","http://provo.craigslist.org",0.000584884658767874
"US","Utah","salt lake city","http://saltlakecity.craigslist.org",0.000584884658767874
"US","Utah","st george","http://stgeorge.craigslist.org",0.000584884658767874
"US","Vermont","vermont","http://burlington.craigslist.org",0.000126343483519339
"US","Virginia","charlottesville","http://charlottesville.craigslist.org",0.00166549374109214
"US","Virginia","danville","http://danville.craigslist.org",0.00166549374109214
"US","Virginia","fredericksburg","http://fredericksburg.craigslist.org",0.00166549374109214
"US","Virginia","hampton roads","http://norfolk.craigslist.org",0.00166549374109214
"US","Virginia","harrisonburg","http://harrisonburg.craigslist.org",0.00166549374109214
"US","Virginia","lynchburg","http://lynchburg.craigslist.org",0.00166549374109214
"US","Virginia","new river valley","http://blacksburg.craigslist.org",0.00166549374109214
"US","Virginia","richmond","http://richmond.craigslist.org",0.00166549374109214
"US","Virginia","roanoke","http://roanoke.craigslist.org",0.00166549374109214
"US","Virginia","southwest VA","http://swva.craigslist.org",0.00166549374109214
"US","Virginia","winchester","http://winchester.craigslist.org",0.00166549374109214
