"region","state","city","link","weight"
"US","Washington","bellingham","http://bellingham.craigslist.org",0.00140560094324821
"US","Washington","kennewick-pasco-richland","http://kpr.craigslist.org",0.00140560094324821
"US","Washington","moses lake","http://moseslake.craigslist.org",0.00140560094324821
"US","Washington","olympic peninsula","http://olympic.craigslist.org",0.00140560094324821
"US","Washington","pullman / moscow","http://pullman.craigslist.org",0.00140560094324821
"US","Washington","seattle-tacoma","http://seattle.craigslist.org",0.00140560094324821
"US","Washington","skagit / island / SJI","http://skagit.craigslist.org",0.00140560094324821
"US","Washington","spokane / coeur d'alene","http://spokane.craigslist.org",0.00140560094324821
"US","Washington","wenatchee","http://wenatchee.craigslist.org",0.00140560094324821
"US","Washington","yakima","http://yakima.craigslist.org",0.00140560094324821
"US","West Virginia","charleston ","http://charlestonwv.craigslist.org",0.000373871705574015
"US","West Virginia","eastern panhandle","http://martinsburg.craigslist.org",0.000373871705574015
"US","West Virginia","huntington-ashland","http://huntington.craigslist.org",0.000373871705574015
"US","West Virginia","morgantown","http://morgantown.craigslist.org",0.000373871705574015
"US","West Virginia","northern panhandle","http://wheeling.craigslist.org",0.000373871705574015
"US","West Virginia","parkersburg-marietta","http://parkersburg.craigslist.org",0.000373871705574015
"US","West Virginia","southern WV","http://swv.craigslist.org",0.000373871705574015
"US","West Virginia","west virginia (old)","http://wv.craigslist.org",0.000373871705574015
"US","Wisconsin","appleton-oshkosh-FDL","http://appleton.craigslist.org",0.00115786726660357
"US","Wisconsin","eau claire","http://eauclaire.craigslist.org",0.00115786726660357
"US","Wisconsin","green bay","http://greenbay.craigslist.org",0.00115786726660357
"US","Wisconsin","janesville","http://janesville.craigslist.org",0.00115786726660357
"US","Wisconsin","kenosha-racine","http://racine.craigslist.org",0.00115786726660357
"US","Wisconsin","la crosse","http://lacrosse.craigslist.org",0.00115786726660357
"US","Wisconsin","madison","http://madison.craigslist.org",0.00115786726660357
"US","Wisconsin","milwaukee","http://milwaukee.craigslist.org",0.00115786726660357
"US","Wisconsin","northern WI","http://northernwi.craigslist.org",0.00115786726660357
"US","Wisconsin","sheboygan","http://sheboygan.craigslist.org",0.00115786726660357
"US","Wisconsin","wausau","http://wausau.craigslist.org",0.00115786726660357
"US","Wyoming","wyoming","http://wyoming.craigslist.org",0.000117477684471556
"US","Territories","guam-micronesia","http://micronesia.craigslist.org",7.15567143619653e-05
"US","Territories","puerto rico","http://puertorico.craigslist.org",7.15567143619653e-05
"US","Territories","U.S. virgin islands","http://virgin.craigslist.org",7.15567143619653e-05
"CA","Alberta","calgary","http://calgary.en.craigslist.ca",0.000811550469309036
"CA","Alberta","edmonton","http://edmonton.en.craigslist.ca",0.000811550469309036
"CA","Alberta","ft mcmurray","http://ftmcmurray.en.craigslist.ca",0.000811550469309036
"CA","Alberta","lethbridge","http://lethbridge.en.craigslist.ca",0.000811550469309036
"CA","Alberta","medicine hat","http://hat.en.craigslist.ca",0.000811550469309036
"CA","Alberta","peace river country","http://peace.en.craigslist.ca",0.000811550469309036
"CA","Alberta","red deer","http://reddeer.en.craigslist.ca",0.000811550469309036
"CA","British Columbia","cariboo","http://cariboo.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","comox valley","http://comoxvalley.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","fraser valley","http://abbotsford.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","kamloops","http://kamloops.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","kelowna / okanagan","http://kelowna.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","kootenays","http://cranbrook.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","nanaimo","http://nanaimo.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","prince george","http://princegeorge.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","skeena-bulkley","http://skeena.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","sunshine coast","http://sunshine.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","vancouver","http://vancouver.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","victoria","http://victoria.en.craigslist.ca",0.000923835536008451
"CA","British Columbia","whistler","http://whistler.en.craigslist.ca",0.000923835536008451
"CA","Manitoba","winnipeg","http://winnipeg.en.craigslist.ca",0.000255057054089681
"CA","New Brunswick","new brunswick","http://newbrunswick.en.craigslist.ca",0.000152437627810345
"CA","Newfoundland and Labrador","st john's","http://newfoundland.en.craigslist.ca",0.000106195626536558
"CA","Northwest Territories","territories","http://territories.en.craigslist.ca",8.77809272135307e-06
"CA","Northwest Territories","yellowknife","http://yellowknife.en.craigslist.ca",8.77809272135307e-06
"CA","Nova Scotia","halifax","http://halifax.en.craigslist.ca",0.000189685395714657
"CA","Ontario","barrie","http://barrie.en.craigslist.ca",0.00272958096775436
"CA","Ontario","belleville","http://belleville.en.craigslist.ca",0.00272958096775436
"CA","Ontario","brantford-woodstock","http://brantford.en.craigslist.ca",0.00272958096775436
"CA","Ontario","chatham-kent","http://chatham.en.craigslist.ca",0.00272958096775436
"CA","Ontario","cornwall","http://cornwall.en.craigslist.ca",0.00272958096775436
"CA","Ontario","guelph","http://guelph.en.craigslist.ca",0.00272958096775436
"CA","Ontario","hamilton-burlington","http://hamilton.en.craigslist.ca",0.00272958096775436
"CA","Ontario","kingston","http://kingston.en.craigslist.ca",0.00272958096775436
"CA","Ontario","kitchener-waterloo-cambridge","http://kitchener.en.craigslist.ca",0.00272958096775436
"CA","Ontario","london ","http://londonon.en.craigslist.ca",0.00272958096775436
"CA","Ontario","niagara region","http://niagara.en.craigslist.ca",0.00272958096775436
"CA","Ontario","ottawa-hull-gatineau","http://ottawa.en.craigslist.ca",0.00272958096775436
"CA","Ontario","owen sound","http://owensound.en.craigslist.ca",0.00272958096775436
"CA","Ontario","peterborough","http://peterborough.en.craigslist.ca",0.00272958096775436
"CA","Ontario","sarnia","http://sarnia.en.craigslist.ca",0.00272958096775436
"CA","Ontario","sault ste marie","http://soo.en.craigslist.ca",0.00272958096775436
"CA","Ontario","sudbury","http://sudbury.en.craigslist.ca",0.00272958096775436
"CA","Ontario","thunder bay","http://thunderbay.en.craigslist.ca",0.00272958096775436
"CA","Ontario","toronto","http://toronto.en.craigslist.ca",0.00272958096775436
"CA","Ontario","windsor","http://windsor.en.craigslist.ca",0.00272958096775436
"CA","Prince Edward Island","prince edward island","http://pei.en.craigslist.ca",2.92832269695008e-05
"CA","Quebec","montreal","http://montreal.en.craigslist.ca",0.00164430893322009
"CA","Quebec","quebec city","http://quebec.en.craigslist.ca",0.00164430893322009
"CA","Quebec","saguenay","http://saguenay.en.craigslist.ca",0.00164430893322009
"CA","Quebec","sherbrooke","http://sherbrooke.en.craigslist.ca",0.00164430893322009
"CA","Quebec","trois-rivieres","http://troisrivieres.en.craigslist.ca",0.00164430893322009
"CA","Saskatchewan","regina","http://regina.en.craigslist.ca",0.000223460194716075
"CA","Saskatchewan","saskatoon","http://saskatoon.en.craigslist.ca",0.000223460194716075
"CA","Yukon Territory","whitehorse","http://whitehorse.en.craigslist.ca",7.15567143619653e-05
